FishID_nodash,Stream,Sex,GenGrp,hindex,cohort,FirstMonthCaught,LastMonthCaught,Longevity,LRS
FCA5B8P0905,Caigual,F,N,0,5,9/12/09,7/12/10,11,0
FCA5K8K0905,Caigual,F,N,0.055,5,9/12/09,9/12/09,1,0
FCA5O6B0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA5O6V0909,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA5V6O0909,Caigual,F,N,0.056,5,9/12/09,1/10/10,5,0
FCA5V6Y0909,Caigual,F,N,0,5,9/12/09,11/10/09,3,2
FCA5Y6B0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA5Y6G0909,Caigual,F,N,0.051,5,9/12/09,9/12/09,1,0
FCA5Y6R0909,Caigual,F,N,0,5,9/12/09,11/10/09,3,0
FCA5Y8P0903,Caigual,F,N,0.057,5,9/12/09,9/12/09,1,0
FCA6O8R0909,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA6O8V0909,Caigual,F,N,0,5,9/12/09,1/10/10,5,0
FCA6O8Y0909,Caigual,F,N,0,5,9/12/09,1/10/10,5,0
FCA6P8B0909,Caigual,F,N,0,5,9/12/09,11/10/09,3,0
FCA6R8B0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA6V8K0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
MCA1K5O0909,Caigual,M,N,0,5,9/12/09,4/11/10,8,0
MCA1O5B0909,Caigual,M,I,0.67,5,9/12/09,10/10/09,2,25
MCA2B4G0909,Caigual,M,N,0,5,9/12/09,9/12/09,1,0
MCA2B7G0909,Caigual,M,N,0,5,9/12/09,9/12/09,1,0
MCA2B7K0909,Caigual,M,N,0,5,9/12/09,11/10/09,3,3
MCA2B7P0909,Caigual,M,N,0,5,9/12/09,10/10/09,2,0
MCA2B7Y0909,Caigual,M,N,0,5,9/12/09,12/10/09,4,0
MCA2K4O0909,Caigual,M,N,0,5,9/12/09,10/10/09,2,0
MCA2K4P0909,Caigual,M,F1,0.543,5,9/12/09,12/10/09,4,3
MCA2K7P0909,Caigual,M,N,0.047,5,9/12/09,12/10/09,4,0
MCA2K7R0909,Caigual,M,N,0,5,9/12/09,11/10/09,3,0
MCA2K7Y0909,Caigual,M,N,0,5,9/12/09,3/11/10,7,0
MCA2O4B0909,Caigual,M,N,0,5,9/12/09,3/11/10,7,0
MCA2O7B0909,Caigual,M,N,0.06,5,9/12/09,10/10/09,2,0
MCA2O7P0909,Caigual,M,N,0,5,9/12/09,4/11/10,8,0
MCA3B6B0909,Caigual,M,N,0,5,9/12/09,10/10/09,2,0
MCA3B6G0909,Caigual,M,N,0,5,9/12/09,10/10/09,2,0
MCA3B8B0905,Caigual,M,N,0,5,9/12/09,11/10/09,3,0
MCA3B8K0905,Caigual,M,N,0,5,9/12/09,10/10/09,2,0
MCA3G8Y0905,Caigual,M,N,0,5,9/12/09,10/10/09,2,0
MCA3K6V0909,Caigual,M,N,0,5,9/12/09,9/12/09,1,0
MCA3K8V0905,Caigual,M,N,0,5,9/12/09,10/10/09,2,0
MCA3O8G0905,Caigual,M,N,0,5,9/12/09,10/10/09,2,0
MCA4Y7V0906,Caigual,M,I,0.99,5,9/12/09,11/10/09,3,5
FCA1Y2O0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA1Y2Y0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA1Y5O0910,Caigual,F,N,0,6,10/10/09,8/12/10,11,0
FCA1Y5Y0910,Caigual,F,N,0,6,10/10/09,1/10/10,4,0
FCA2Y4O0910,Caigual,F,F1,0.559,6,10/10/09,10/10/09,1,0
FCA2Y4P0910,Caigual,F,N,0,6,10/10/09,12/10/09,3,0
FCA2Y7K0910,Caigual,F,N,0,6,10/10/09,7/12/10,10,2
FCA2Y7O0910,Caigual,F,F1,0.479,6,10/10/09,11/10/09,2,0
FCA2Y7P0910,Caigual,F,N,0,6,10/10/09,9/12/10,12,0
FCA2Y7R0910,Caigual,F,N,0,6,10/10/09,7/12/10,10,3
FCA3Y6K0910,Caigual,F,N,0,6,10/10/09,1/10/10,4,0
FCA3Y6O0910,Caigual,F,F1xN,0.188,6,10/10/09,1/10/10,4,4
FCA3Y6R0910,Caigual,F,F1,0.33,6,10/10/09,1/10/10,4,2
FCA3Y6V0910,Caigual,F,N,0,6,10/10/09,2/10/10,5,0
FCA3Y6Y0910,Caigual,F,N,0,6,10/10/09,11/10/09,2,0
FCA4Y5R0910,Caigual,F,F1,0.082,6,10/10/09,11/10/09,2,0
FCA4Y5V0910,Caigual,F,F1,0.286,6,10/10/09,1/10/10,4,0
FCA5Y6K0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA5Y6P0910,Caigual,F,F1,0.276,6,10/10/09,9/12/10,12,10
FCA6B8B0910,Caigual,F,N,0.057,6,10/10/09,12/10/09,3,0
FCA6B8G0910,Caigual,F,N,0,6,10/10/09,2/10/10,5,0
FCA6B8K0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA6B8O0910,Caigual,F,F1,0.47,6,10/10/09,4/11/10,7,4
FCA6B8P0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA6B8R0910,Caigual,F,N,0,6,10/10/09,7/12/10,10,0
FCA6B8V0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA6B8Y0910,Caigual,F,F1,0.459,6,10/10/09,10/10/09,1,0
FCA6G8B0910,Caigual,F,F1xI,0.732,6,10/10/09,5/13/10,8,20
FCA6G8G0910,Caigual,F,F1,0.511,6,10/10/09,5/13/10,8,6
FCA6G8K0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA6G8O0910,Caigual,F,F1,0.451,6,10/10/09,10/10/09,1,1
FCA6G8Y0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA6K8B0910,Caigual,F,N,0,6,10/10/09,4/11/10,7,0
FCA6K8G0910,Caigual,F,N,0,6,10/10/09,5/13/10,8,2
FCA6K8K0910,Caigual,F,F1,0.499,6,10/10/09,12/12/10,15,1
FCA6K8O0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA6K8P0910,Caigual,F,F1,0.515,6,10/10/09,11/10/09,2,0
FCA6O8B0910,Caigual,F,N,0,6,10/10/09,10/10/09,1,0
FCA6O8G0910,Caigual,F,F1,0.271,6,10/10/09,2/13/11,17,9
FCA6O8K0910,Caigual,F,N,0,6,10/10/09,7/12/10,10,0
FCA6O8O0910,Caigual,F,N,0,6,10/10/09,11/10/09,2,0
FCA6O8P0910,Caigual,F,N,0,6,10/10/09,11/10/09,2,0
FCA6P8G0910,Caigual,F,I,0.731,6,10/10/09,10/10/09,1,0
MCA1P2K0910,Caigual,M,N,0,6,10/10/09,6/12/10,9,0
MCA1P5K0910,Caigual,M,N,0,6,10/10/09,8/13/10,11,0
MCA1V2G0910,Caigual,M,I,0.821,6,10/10/09,5/13/10,8,29
MCA1V5G0910,Caigual,M,N,0,6,10/10/09,12/10/09,3,0
MCA2K8V0901,Caigual,M,N,0,6,10/10/09,1/10/10,4,0
MCA2O4G0910,Caigual,M,U,0.121,6,10/10/09,11/10/09,2,1
MCA2O7O0910,Caigual,M,F1,0.624,6,10/10/09,2/10/10,5,6
MCA2P4K0910,Caigual,M,F1,0.413,6,10/10/09,10/10/09,1,1
MCA2V7G0910,Caigual,M,N,0,6,10/10/09,2/10/10,5,0
MCA3K5B0905,Caigual,M,N,0,6,10/10/09,10/10/09,1,0
MCA3K6O0910,Caigual,M,N,0,6,10/10/09,1/10/10,4,0
MCA3K6P0910,Caigual,M,N,0,6,10/10/09,10/10/09,1,0
MCA3O6B0910,Caigual,M,F1,0.541,6,10/10/09,10/10/09,1,0
MCA3O6V0910,Caigual,M,I,0.72,6,10/10/09,4/11/10,7,25
MCA3V6G0910,Caigual,M,F1,0.321,6,10/10/09,10/10/09,1,0
MCA4B5B0910,Caigual,M,F1,0.553,6,10/10/09,12/12/10,15,2
MCA4K5O0910,Caigual,M,N,0,6,10/10/09,2/10/10,5,0
MCA4K5P0910,Caigual,M,N,0,6,10/10/09,10/10/09,1,0
MCA4O5B0910,Caigual,M,N,0,6,10/10/09,10/10/09,1,0
MCA4Y7R0903,Caigual,M,I,0.99,6,10/10/09,10/10/09,1,18
MCA5K6O0910,Caigual,M,F1,0.257,6,10/10/09,11/10/09,2,0
MCA5K6P0910,Caigual,M,F1,0.541,6,10/10/09,12/10/09,3,3
FCA1B3B0911,Caigual,F,N,0,7,11/10/09,8/12/10,10,0
FCA1B3G0911,Caigual,F,N,0,7,11/10/09,7/12/10,9,0
FCA1B3K0911,Caigual,F,F1,0.237,7,11/10/09,5/13/10,7,3
FCA1B8B0911,Caigual,F,F1,0.246,7,11/10/09,8/12/10,10,4
FCA1B8G0911,Caigual,F,F1xN,0.067,7,11/10/09,1/10/10,3,0
FCA1B8K0911,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA1G3O0911,Caigual,F,N,0,7,11/10/09,2/10/10,4,0
FCA1G3P0911,Caigual,F,F1,0.509,7,11/10/09,4/11/10,6,9
FCA1G8O0911,Caigual,F,F1xN,0.063,7,11/10/09,10/11/10,12,3
FCA1G8P0911,Caigual,F,N,0,7,11/10/09,1/14/11,15,1
FCA1G8Y0911,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA1K3V0911,Caigual,F,N,0.067,7,11/10/09,12/10/09,2,0
FCA1K8O0911,Caigual,F,N,0,7,11/10/09,4/11/10,6,0
FCA2B6B0911,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA2B6G0911,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA2G6P0911,Caigual,F,N,0,7,11/10/09,7/12/10,9,0
FCA2K6P0911,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA2P3P0901,Caigual,F,N,0,7,11/10/09,3/11/10,5,0
FCA2P5P0901,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA2Y5O0902,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA3B4B0911,Caigual,F,N,0.061,7,11/10/09,5/13/10,7,0
FCA3B4G0911,Caigual,F,N,0,7,11/10/09,1/10/10,3,0
FCA3B7B0911,Caigual,F,N,0,7,11/10/09,2/13/11,16,0
FCA3G4Y0911,Caigual,F,N,0,7,11/10/09,1/14/11,15,0
FCA3G8V0902,Caigual,F,N,0,7,11/10/09,12/10/09,2,0
FCA3K4B0911,Caigual,F,N,0,7,11/10/09,6/12/10,8,2
FCA3K7B0911,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA3Y5K0905,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA4B8B0911,Caigual,F,N,0,7,11/10/09,5/13/10,7,0
FCA4G8O0911,Caigual,F,N,0,7,11/10/09,1/10/10,3,0
FCA4G8Y0911,Caigual,F,N,0,7,11/10/09,4/11/10,6,0
FCA4K8B0911,Caigual,F,N,0,7,11/10/09,6/12/10,8,0
FCA5B7B0911,Caigual,F,F1,0.322,7,11/10/09,8/13/10,10,6
FCA5B7G0911,Caigual,F,F1xN,0.122,7,11/10/09,11/10/09,1,0
FCA5B7K0911,Caigual,F,N,0,7,11/10/09,1/10/10,3,0
FCA5B7R0911,Caigual,F,F1,0.551,7,11/10/09,12/10/09,2,0
FCA5B7V0911,Caigual,F,N,0,7,11/10/09,5/13/10,7,0
FCA5G7B0911,Caigual,F,N,0,7,11/10/09,5/13/10,7,0
FCA5G7G0911,Caigual,F,N,0,7,11/10/09,6/12/10,8,0
FCA5G7O0911,Caigual,F,N,0,7,11/10/09,5/13/10,7,0
FCA5G7R0911,Caigual,F,N,0,7,11/10/09,2/10/10,4,0
FCA5G7V0911,Caigual,F,N,0,7,11/10/09,5/13/10,7,0
FCA5G7Y0911,Caigual,F,N,0,7,11/10/09,12/10/09,2,2
FCA5G8R0905,Caigual,F,N,0,7,11/10/09,11/10/09,1,0
FCA5K7B0911,Caigual,F,F1,0.521,7,11/10/09,1/10/10,3,3
FCA5O7G0911,Caigual,F,N,0,7,11/10/09,12/10/09,2,0
FCA5O7K0911,Caigual,F,F1,0.206,7,11/10/09,2/10/10,4,3
FCA5O7O0911,Caigual,F,F1,0.417,7,11/10/09,11/10/09,1,0
FCA5O7R0911,Caigual,F,N,0,7,11/10/09,4/11/10,6,0
MCA2B4R0911,Caigual,M,N,0,7,11/10/09,12/10/09,2,0
MCA2B4V0911,Caigual,M,F1,0.5,7,11/10/09,6/12/10,8,0
MCA2O7G0911,Caigual,M,F1,0.3,7,11/10/09,11/10/09,1,0
MCA3B6K0911,Caigual,M,N,0,7,11/10/09,2/10/10,4,0
MCA3B6O0911,Caigual,M,F2,0.393,7,11/10/09,1/10/10,3,1
MCA3B6P0911,Caigual,M,F1xN,0.126,7,11/10/09,4/11/10,6,11
MCA3B6R0911,Caigual,M,F1,0.43,7,11/10/09,9/12/10,11,6
MCA3B6V0911,Caigual,M,N,0,7,11/10/09,2/10/10,4,4
MCA3B6Y0911,Caigual,M,N,0,7,11/10/09,11/10/09,1,0
MCA3G6B0911,Caigual,M,N,0,7,11/10/09,11/10/09,1,0
MCA3O5G0905,Caigual,M,N,0,7,11/10/09,11/10/09,1,0
MCA4B5G0911,Caigual,M,I,0.814,7,11/10/09,6/12/10,8,34
MCA4B5O0911,Caigual,M,N,0.051,7,11/10/09,11/10/09,1,0
MCA4B5P0911,Caigual,M,N,0,7,11/10/09,2/10/10,4,2
MCA4B5R0911,Caigual,M,F1,0.489,7,11/10/09,1/10/10,2,3
MCA4O5K0911,Caigual,M,N,0,7,11/10/09,11/10/09,1,0
MCA4O5O0911,Caigual,M,F1,0.523,7,11/10/09,12/10/09,2,1
MCA4O5R0911,Caigual,M,N,0,7,11/10/09,11/10/09,1,0
MCA4O5V0911,Caigual,M,N,0,7,11/10/09,1/10/10,3,0
MCA4V5G0911,Caigual,M,F1,0.487,7,11/10/09,12/10/09,2,10
MCA5B6B0911,Caigual,M,N,0,7,11/10/09,5/13/10,7,0
MCA5B6G0911,Caigual,M,F1xN,0.154,7,11/10/09,3/11/10,5,0
MCA5B6K0911,Caigual,M,F1,0.208,7,11/10/09,11/10/09,1,0
MCA5B6O0911,Caigual,M,N,0,7,11/10/09,5/13/10,7,0
MCA5B6P0911,Caigual,M,F1,0.322,7,11/10/09,6/12/10,8,4
MCA5B6R0911,Caigual,M,N,0,7,11/10/09,11/10/09,1,0
MCA5G6G0911,Caigual,M,N,0,7,11/10/09,11/10/09,1,0
MCA5O6B0911,Caigual,M,F1,0.303,7,11/10/09,4/11/10,6,0
MCA5O6O0911,Caigual,M,N,0,7,11/10/09,2/10/10,4,0
MCA5O6P0911,Caigual,M,F1,0.223,7,11/10/09,4/11/10,6,8
MCA5O6R0911,Caigual,M,N,0,7,11/10/09,4/11/10,6,5
MCA5V6B0911,Caigual,M,N,0,7,11/10/09,1/10/10,3,0
MCA5V6G0911,Caigual,M,N,0,7,11/10/09,NA,NA,0
MCA6B8V0911,Caigual,M,F1,0.508,7,11/10/09,4/11/10,6,5
FCA1B3O0912,Caigual,F,F1,0.428,8,12/10/09,9/12/10,10,7
FCA1B3P0912,Caigual,F,N,0,8,12/10/09,12/10/09,1,0
FCA1B8P0912,Caigual,F,N,0.057,8,12/10/09,8/12/10,9,0
FCA2B6K0912,Caigual,F,F1,0.222,8,12/10/09,12/10/09,1,0
FCA2B6O0912,Caigual,F,N,0,8,12/10/09,11/12/10,12,0
FCA3B4K0912,Caigual,F,N,0,8,12/10/09,9/12/10,10,0
FCA3B7G0912,Caigual,F,N,0,8,12/10/09,2/10/10,3,0
FCA3B7K0912,Caigual,F,N,0,8,12/10/09,12/10/09,1,0
FCA3B8O1001,Caigual,F,F1,0.47,8,12/10/09,5/13/10,6,2
FCA4B8G0912,Caigual,F,N,0,8,12/10/09,5/13/10,6,2
FCA4B8K0912,Caigual,F,F1,0.388,8,12/10/09,12/10/09,1,1
FCA4B8O0912,Caigual,F,N,0,8,12/10/09,6/14/11,19,1
FCA4Y5Y0912,Caigual,F,N,0,8,12/10/09,9/12/10,10,0
FCA5B7O0912,Caigual,F,N,0,8,12/10/09,5/13/10,6,0
FCA5G8Y0905,Caigual,F,N,0,8,12/10/09,12/10/09,1,0
FCA5Y6O0912,Caigual,F,F1,0.148,8,12/10/09,1/14/11,14,1
FCA6P8P0912,Caigual,F,N,0,8,12/10/09,4/11/10,5,0
FCA6R8O0912,Caigual,F,N,0,8,12/10/09,6/12/10,7,0
FCA6R8P0912,Caigual,F,N,0,8,12/10/09,10/11/10,11,3
FCA6V8O0912,Caigual,F,N,0,8,12/10/09,12/10/09,1,0
FCA6Y8G0912,Caigual,F,F1,0.32,8,12/10/09,12/10/09,1,0
MCA1O2B0912,Caigual,M,F1,0.557,8,12/10/09,2/13/11,15,0
MCA2B4K0912,Caigual,M,F1,0.512,8,12/10/09,4/11/10,5,4
MCA2B7O0912,Caigual,M,F1,0.384,8,12/10/09,12/10/09,1,0
MCA2B7R0912,Caigual,M,N,0.096,8,12/10/09,4/11/10,5,0
MCA2B7V0912,Caigual,M,F1,0.398,8,12/10/09,5/13/10,6,0
MCA3O6G0912,Caigual,M,I,0.754,8,12/10/09,4/11/10,5,55
MCA3O6K0912,Caigual,M,U,0.451,8,12/10/09,8/13/10,9,7
MCA3O6O0912,Caigual,M,F1xI,0.675,8,12/10/09,12/10/09,1,8
MCA3O6P0912,Caigual,M,N,0,8,12/10/09,4/11/10,5,0
MCA3O6R0912,Caigual,M,F1,0.284,8,12/10/09,6/12/10,7,0
MCA4O5G0912,Caigual,M,I,0.568,8,12/10/09,4/11/10,5,40
MCA4O5P0912,Caigual,M,N,0,8,12/10/09,1/10/10,2,0
MCA6O8P0912,Caigual,M,N,0,8,12/10/09,12/10/09,1,0
MCA6P8O0912,Caigual,M,N,0,8,12/10/09,1/10/10,2,0
MCA6V8G0912,Caigual,M,F1,0.238,8,12/10/09,1/10/10,2,2
MCA6Y8B0912,Caigual,M,F1,0.224,8,12/10/09,4/11/10,5,0
MCA6Y8Y0912,Caigual,M,N,0,8,12/10/09,4/11/10,5,0
FCA1B3Y1001,Caigual,F,F1,0.341,9,1/10/10,5/13/10,5,2
FCA1G3K1001,Caigual,F,F1,0.157,9,1/10/10,3/11/10,3,2
FCA1G3V1001,Caigual,F,F1,0.483,9,1/10/10,5/13/10,5,1
FCA1G3Y1001,Caigual,F,F1,0.274,9,1/10/10,9/12/10,9,4
FCA1G8V1001,Caigual,F,F1,0.28,9,1/10/10,1/10/10,1,0
FCA1K3B1001,Caigual,F,F1xN,0.112,9,1/10/10,3/11/10,3,0
FCA2G6G1001,Caigual,F,U,0.359,9,1/10/10,6/12/10,6,3
FCA2G6V1001,Caigual,F,F1xN,0.226,9,1/10/10,6/12/10,6,0
FCA2G6Y1001,Caigual,F,N,0,9,1/10/10,7/12/10,7,0
FCA2K6B1001,Caigual,F,N,0,9,1/10/10,8/12/10,8,0
FCA3G4V1001,Caigual,F,N,0,9,1/10/10,1/10/10,1,0
FCA3G7V1001,Caigual,F,F1,0.259,9,1/10/10,6/12/10,6,2
FCA3G7Y1001,Caigual,F,F1,0.212,9,1/10/10,6/14/11,18,2
FCA4G8V1001,Caigual,F,F1xI,0.361,9,1/10/10,8/12/10,8,6
FCA5B7Y1001,Caigual,F,F1,0.265,9,1/10/10,2/10/10,2,0
FCA5G7K1001,Caigual,F,F1,0.479,9,1/10/10,3/11/10,3,3
FCA5O7P1001,Caigual,F,F1xI,0.472,9,1/10/10,5/13/10,5,1
FCA6Y8K1001,Caigual,F,F1xN,0.335,9,1/10/10,7/12/10,7,0
MCA1B5V1001,Caigual,M,F1xI,0.664,9,1/10/10,9/12/10,9,0
MCA1V2B1001,Caigual,M,I,0.804,9,1/10/10,1/10/10,1,17
MCA1Y2Y1001,Caigual,M,F1,0.314,9,1/10/10,6/12/10,6,2
MCA2B4O1001,Caigual,M,F1,0.541,9,1/10/10,2/10/10,2,0
MCA2P7K1001,Caigual,M,F1xI,0.396,9,1/10/10,9/12/10,9,3
MCA2V4G1001,Caigual,M,I,0.718,9,1/10/10,2/10/10,2,43
MCA4B5K1001,Caigual,M,F1,0.302,9,1/10/10,6/12/10,6,0
MCA4P5K1001,Caigual,M,N,0,9,1/10/10,1/10/10,1,0
MCA4Y5Y1001,Caigual,M,F1,0.277,9,1/10/10,6/12/10,6,0
MCA5P6K1001,Caigual,M,I,0.91,9,1/10/10,1/10/10,1,7
MCA5Y6O1001,Caigual,M,F1,0.304,9,1/10/10,4/11/10,4,0
MCA5Y6P1001,Caigual,M,F1xN,0.195,9,1/10/10,1/10/10,1,0
MCA5Y6V1001,Caigual,M,F1,0.496,9,1/10/10,1/10/10,1,0
MCA5Y6Y1001,Caigual,M,F1xN,0.104,9,1/10/10,10/11/10,10,2
MCA6G8O1001,Caigual,M,F1,0.395,9,1/10/10,7/12/10,7,1
MCA6G8V1001,Caigual,M,F1,0.346,9,1/10/10,5/13/10,5,6
MCA6K8P1001,Caigual,M,N,0,9,1/10/10,6/12/10,6,0
MCA6K8V1001,Caigual,M,N,0.06,9,1/10/10,1/10/10,1,0
MCA6K8Y1001,Caigual,M,N,0,9,1/10/10,4/11/10,4,0
MCA6O8O1001,Caigual,M,F1xI,0.515,9,1/10/10,10/11/10,10,0
MCA6Y8V1001,Caigual,M,F1,0.491,9,1/10/10,2/10/10,2,5
FCA1B3R1002,Caigual,F,F1xI,0.586,10,2/10/10,8/12/10,7,0
FCA1B3V1002,Caigual,F,F1,0.357,10,2/10/10,4/11/10,3,0
FCA1B8Y1002,Caigual,F,F1xI,0.574,10,2/10/10,1/14/11,12,2
FCA1G3B1002,Caigual,F,F1,0.337,10,2/10/10,4/11/10,3,0
FCA1G3R1002,Caigual,F,F1xI,0.606,10,2/10/10,5/13/10,4,2
FCA1G8R1002,Caigual,F,F1xI,0.39,10,2/10/10,2/10/10,1,0
FCA2B6V1002,Caigual,F,F1,0.387,10,2/10/10,2/10/10,1,0
FCA2G6R1002,Caigual,F,F1,0.331,10,2/10/10,11/12/10,10,1
FCA3B4V1002,Caigual,F,F1,0.314,10,2/10/10,2/10/10,1,0
FCA3B7V1002,Caigual,F,F1,0.231,10,2/10/10,8/12/10,7,0
FCA3G4G1002,Caigual,F,F1,0.283,10,2/10/10,6/12/10,5,0
FCA3G4R1002,Caigual,F,F1xI,0.394,10,2/10/10,6/14/11,17,0
FCA3G6R8R1002,Caigual,F,F1,0.262,10,2/10/10,2/10/10,1,0
FCA3G7B1002,Caigual,F,F1,0.396,10,2/10/10,11/12/10,10,0
FCA3G7K1002,Caigual,F,F1xI,0.547,10,2/10/10,9/12/10,8,0
FCA4B8R1002,Caigual,F,F1,0.177,10,2/10/10,5/13/10,4,0
FCA4B8V1002,Caigual,F,F1,0.264,10,2/10/10,11/12/10,10,0
FCA4B8Y1002,Caigual,F,N,0,10,2/10/10,5/13/10,4,0
FCA4G8B1002,Caigual,F,N,0.057,10,2/10/10,9/12/10,8,0
FCA4G8G1002,Caigual,F,N,0,10,2/10/10,2/10/10,1,0
FCA4G8K1002,Caigual,F,F1,0.334,10,2/10/10,12/12/10,11,0
FCA4G8R1002,Caigual,F,F1,0.384,10,2/10/10,2/10/10,1,0
MCA1R2B1002,Caigual,M,F1xI,0.771,10,2/10/10,5/13/10,4,0
MCA1R2K1002,Caigual,M,F1,0.279,10,2/10/10,6/12/10,5,0
MCA1R2O1002,Caigual,M,F2,0.435,10,2/10/10,9/12/10,8,0
MCA1R2R1002,Caigual,M,F1,0.451,10,2/10/10,10/11/10,9,0
MCA1R2V1002,Caigual,M,I,0.854,10,2/10/10,5/13/10,4,1
MCA1R2Y1002,Caigual,M,N,0,10,2/10/10,6/12/10,5,0
MCA1R5Y1002,Caigual,M,F1,0.303,10,2/10/10,2/10/10,1,0
MCA1V5B1002,Caigual,M,F1xN,0.3,10,2/10/10,5/13/10,4,0
MCA2R7V1002,Caigual,M,F1,0.176,10,2/10/10,5/13/10,4,0
MCA2V4B1002,Caigual,M,I,0.701,10,2/10/10,4/11/10,3,14
MCA2V7B1002,Caigual,M,N,0,10,2/10/10,5/13/10,4,0
MCA3V6B1002,Caigual,M,F1xI,0.416,10,2/10/10,2/10/10,1,0
MCA3Y6O1002,Caigual,M,F1xI,0.635,10,2/10/10,8/13/10,7,0
MCA4R5V1002,Caigual,M,F1xI,0.523,10,2/10/10,10/11/10,9,0
MCA4R5Y1002,Caigual,M,F1,0.464,10,2/10/10,2/10/10,1,0
MCA4V5V1002,Caigual,M,F1xI,0.468,10,2/10/10,6/12/10,5,0
MCA4Y5V1002,Caigual,M,F1,0.384,10,2/10/10,4/11/10,3,0
MCA5R6B1002,Caigual,M,N,0,10,2/10/10,3/11/10,2,0
MCA5R6G1002,Caigual,M,F1,0.412,10,2/10/10,2/10/10,1,0
MCA5R6R1002,Caigual,M,F1xI,0.567,10,2/10/10,3/11/10,2,3
MCA5R6V1002,Caigual,M,F1,0.322,10,2/10/10,3/11/10,2,0
MCA5R6Y1002,Caigual,M,I,0.711,10,2/10/10,5/13/10,4,0
MCA5V6Y1002,Caigual,M,F1,0.319,10,2/10/10,9/12/10,8,0
MCA5Y6K1002,Caigual,M,U,0.349,10,2/10/10,7/12/10,6,0
MCA5Y6R1002,Caigual,M,F1,0.334,10,2/10/10,7/12/10,6,0
MCA6K8R1002,Caigual,M,F1,0.249,10,2/10/10,4/11/10,3,0
MCA6O8B1002,Caigual,M,F1xI,0.508,10,2/10/10,2/10/10,1,0
MCA6O8G1002,Caigual,M,F1xI,0.59,10,2/10/10,4/11/10,3,0
FCA1G3G7R1006,Caigual,F,F1xI,0.667,11,3/11/10,3/13/11,13,0
FCA1G8K1003,Caigual,F,F2,0.385,11,3/11/10,4/11/10,2,0
FCA1K3G1003,Caigual,F,I,0.795,11,3/11/10,6/12/10,4,0
FCA1K3P1003,Caigual,F,F1,0.203,11,3/11/10,5/13/10,3,0
FCA1K3Y1003,Caigual,F,F1,0.368,11,3/11/10,3/11/10,1,0
FCA1K8B1003,Caigual,F,F1xI,0.65,11,3/11/10,4/11/10,2,0
FCA1K8G1003,Caigual,F,F1xN,0.201,11,3/11/10,3/11/10,1,0
FCA1K8K*1003,Caigual,F,F1xI,0.573,11,3/11/10,3/11/10,1,0
FCA1K8P1003,Caigual,F,F1xI,0.623,11,3/11/10,4/12/11,14,0
FCA1O3R1003,Caigual,F,F1xI,0.408,11,3/11/10,6/14/11,16,2
FCA1O3V1003,Caigual,F,F1xI,0.767,11,3/11/10,6/14/11,16,0
FCA1O3Y1003,Caigual,F,F1,0.409,11,3/11/10,5/13/10,3,0
FCA1O8K1003,Caigual,F,F1,0.316,11,3/11/10,6/14/11,16,0
FCA1O8V1003,Caigual,F,F1xI,0.512,11,3/11/10,6/14/11,16,0
FCA1P3G1003,Caigual,F,N,0,11,3/11/10,5/13/10,3,0
FCA1P8G1003,Caigual,F,F1,0.487,11,3/11/10,6/12/10,4,0
FCA1V2R7B1005,Caigual,F,F1,0.322,11,3/11/10,1/14/11,11,0
FCA2G6K1003,Caigual,F,N,0.077,11,3/11/10,6/12/10,4,0
FCA2G6O1003,Caigual,F,F1xI,0.38,11,3/11/10,4/11/10,2,0
FCA2K6R1003,Caigual,F,F1,0.33,11,3/11/10,3/11/10,1,0
FCA2O6G1003,Caigual,F,F1xN,0.066,11,3/11/10,4/12/11,14,0
FCA2O6R1003,Caigual,F,F1,0.178,11,3/11/10,5/13/10,3,0
FCA2P3G1003,Caigual,F,F1,0.495,11,3/11/10,5/13/10,3,0
FCA2P5Y1003,Caigual,F,F1xI,0.406,11,3/11/10,5/13/10,3,0
