FishID_nodash,Stream,Sex,GenGrp,hindex,cohort,FirstMonthCaught,LastMonthCaught,Longevity,LRS
MCA4G5Y0906,Caigual,M,N,0,2,6/15/09,7/14/09,2,NA
MCA4K5B0906,Caigual,M,N,0,2,6/15/09,11/10/09,6,NA
MCA4O5P0906,Caigual,M,N,0,2,6/15/09,8/13/09,3,NA
MCA4O5Y0906,Caigual,M,N,0,2,6/15/09,7/14/09,2,NA
MCA4P5B0906,Caigual,M,N,0,2,6/15/09,9/12/09,4,NA
MCA4P5G0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA4V6P0903,Caigual,M,I,1,2,6/15/09,6/15/09,1,14
MCA5B8G0906,Caigual,M,N,0,2,6/15/09,10/10/09,5,NA
MCA5B8K0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5B8O0906,Caigual,M,N,0,2,6/15/09,8/13/09,3,1
MCA5B8P0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5G6K0906,Caigual,M,N,0,2,6/15/09,11/10/09,6,NA
MCA5G6O0906,Caigual,M,N,0,2,6/15/09,7/14/09,2,NA
MCA5G6R0906,Caigual,M,N,0,2,6/15/09,12/10/09,7,4
MCA5G6Y0906,Caigual,M,N,0,2,6/15/09,10/10/09,5,2
MCA5G8B0906,Caigual,M,N,0,2,6/15/09,11/10/09,6,NA
MCA5G8G0906,Caigual,M,N,0,2,6/15/09,12/10/09,7,5
MCA5G8K0906,Caigual,M,N,0,2,6/15/09,11/10/09,6,NA
MCA5G8O0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5G8R0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5G8Y0906,Caigual,M,N,0,2,6/15/09,9/12/09,4,NA
MCA5K6B0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5K8B0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5K8G0906,Caigual,M,N,0,2,6/15/09,1/10/10,8,NA
MCA5K8K0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5K8P0906,Caigual,M,N,0,2,6/15/09,7/14/09,2,NA
MCA5K8V0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,7
MCA5K8Y0906,Caigual,M,N,0,2,6/15/09,8/13/09,3,2
MCA5O8B0906,Caigual,M,N,0,2,6/15/09,7/14/09,2,NA
MCA5O8G0906,Caigual,M,N,0,2,6/15/09,8/13/09,3,NA
MCA5O8P0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5O8R0906,Caigual,M,N,0,2,6/15/09,8/13/09,3,NA
MCA5O8V0906,Caigual,M,N,0,2,6/15/09,8/13/09,3,3
MCA5O8Y0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5P6B0906,Caigual,M,N,0,2,6/15/09,7/14/09,2,NA
MCA5P6G0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5P8B0906,Caigual,M,N,0.047,2,6/15/09,10/10/09,5,NA
MCA5P8G0906,Caigual,M,N,0,2,6/15/09,11/10/09,6,NA
MCA5P8K0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,NA
MCA5P8O0906,Caigual,M,N,0,2,6/15/09,7/14/09,2,3
MCA5P8R0906,Caigual,M,N,0,2,6/15/09,10/10/09,5,NA
MCA5P8V0906,Caigual,M,N,0,2,6/15/09,6/15/09,1,7
MCA5P8Y0906,Caigual,M,N,0,2,6/15/09,11/10/09,6,NA
FCA1G2G4R0907,Caigual,F,N,0,3,7/14/09,4/11/10,10,0
FCA1K2V0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA1K5R0907,Caigual,F,N,0,3,7/14/09,12/10/09,6,0
FCA1K5V0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA1O2G0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA1O2R0907,Caigual,F,N,0,3,7/14/09,9/12/09,3,0
FCA1O2V0907,Caigual,F,N,0,3,7/14/09,10/10/09,4,0
FCA1O5G0907,Caigual,F,N,0,3,7/14/09,11/10/09,5,0
FCA1O5K0907,Caigual,F,N,0,3,7/14/09,3/11/10,9,2
FCA1O5O0907,Caigual,F,N,0,3,7/14/09,9/12/09,3,0
FCA1O5P0907,Caigual,F,N,0,3,7/14/09,2/10/10,8,3
FCA1O5R0907,Caigual,F,N,0,3,7/14/09,9/12/09,3,0
FCA1O5V0907,Caigual,F,N,0.103,3,7/14/09,6/12/10,12,0
FCA1V2P0907,Caigual,F,F1,0.265,3,7/14/09,7/12/10,13,25
FCA1V5P0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA1Y2G0907,Caigual,F,N,0,3,7/14/09,11/10/09,5,0
FCA1Y5B0907,Caigual,F,N,0,3,7/14/09,9/12/09,3,0
FCA1Y5G0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA1Y5R0907,Caigual,F,N,0,3,7/14/09,5/13/10,11,1
FCA2G4B0907,Caigual,F,N,0,3,7/14/09,7/12/10,13,3
FCA2G4G0907,Caigual,F,N,0,3,7/14/09,11/10/09,5,0
FCA2G4K0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA2G4O0907,Caigual,F,N,0,3,7/14/09,5/13/10,11,0
FCA2G4P0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA2G4V0907,Caigual,F,N,0,3,7/14/09,10/10/09,4,0
FCA2G7B0907,Caigual,F,N,0,3,7/14/09,11/10/09,5,0
FCA2G7G0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA2G7K0907,Caigual,F,N,0,3,7/14/09,12/10/09,6,0
FCA2G7P0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA2G7R0907,Caigual,F,N,0,3,7/14/09,11/10/09,5,0
FCA2G7V0907,Caigual,F,N,0,3,7/14/09,6/12/10,12,2
FCA2K4B0907,Caigual,F,N,0.048,3,7/14/09,7/14/09,1,0
FCA2K4K0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA2K4P0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA2K4R0907,Caigual,F,N,0,3,7/14/09,7/12/10,13,5
FCA2K4Y0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA2K7R0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA2K7V0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA2K7Y0907,Caigual,F,N,0,3,7/14/09,6/12/10,12,0
FCA2K8Y0901,Caigual,F,N,0,3,7/14/09,11/10/09,5,0
FCA2O3V0901,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA2O4G0907,Caigual,F,N,0,3,7/14/09,10/10/09,4,0
FCA2O4K0907,Caigual,F,N,0,3,7/14/09,9/12/09,3,0
FCA2O4O0907,Caigual,F,N,0,3,7/14/09,11/12/10,17,3
FCA2O4Y0907,Caigual,F,F1xN,0.088,3,7/14/09,11/10/09,5,0
FCA2O7G0907,Caigual,F,F1,0.336,3,7/14/09,7/14/09,1,0
FCA2O7O0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA2O7R0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA2R8K0902,Caigual,F,N,0,3,7/14/09,9/12/09,3,0
FCA2Y4G0907,Caigual,F,N,0,3,7/14/09,3/11/10,9,0
FCA2Y5V0901,Caigual,F,N,0,3,7/14/09,9/12/09,3,2
FCA2Y7G0907,Caigual,F,N,0,3,7/14/09,9/12/10,15,0
FCA3G6K0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA3G6O0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA3G6P0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA3G6R0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA3G6V0907,Caigual,F,N,0,3,7/14/09,8/12/10,14,0
FCA3G6Y0907,Caigual,F,N,0,3,7/14/09,11/10/09,5,0
FCA3O6O0907,Caigual,F,N,0,3,7/14/09,9/12/09,3,0
FCA3P5P0905,Caigual,F,N,0,3,7/14/09,9/12/09,3,0
FCA4G5O0907,Caigual,F,F1,0.284,3,7/14/09,5/13/10,11,11
FCA4G5P0907,Caigual,F,N,0,3,7/14/09,7/14/09,1,0
FCA4G5V0907,Caigual,F,N,0,3,7/14/09,10/10/09,4,2
FCA4G5Y0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA4K5B0907,Caigual,F,N,0,3,7/14/09,1/10/10,7,0
FCA4O5K0907,Caigual,F,N,0,3,7/14/09,10/10/09,4,0
FCA4O5O0907,Caigual,F,N,0,3,7/14/09,10/10/09,4,0
FCA4V5R0907,Caigual,F,N,0,3,7/14/09,5/13/10,11,2
FCA4V5V8V0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA4Y5O0907,Caigual,F,N,0,3,7/14/09,2/10/10,8,0
FCA5G6P0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA5G6R0907,Caigual,F,F1,0.287,3,7/14/09,7/14/09,1,0
FCA5G6V0907,Caigual,F,N,0.064,3,7/14/09,8/13/09,2,0
FCA5G6Y0907,Caigual,F,N,0,3,7/14/09,8/13/09,2,0
FCA5K6B0907,Caigual,F,N,0,3,7/14/09,11/10/09,5,0
FCA5R8P0905,Caigual,F,N,0,3,7/14/09,12/10/09,6,2
FCA6R8G0907,Caigual,F,N,0,3,7/14/09,12/10/09,6,0
FCA6R8K0907,Caigual,F,N,0,3,7/14/09,9/12/09,3,4
MCA1B2B0907,Caigual,M,N,0,3,7/14/09,9/12/09,3,0
MCA1B2G0907,Caigual,M,N,0,3,7/14/09,4/11/10,10,0
MCA1B2K0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,1
MCA1B2O0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA1B2R0907,Caigual,M,N,0.059,3,7/14/09,7/14/09,1,0
MCA1B5B0907,Caigual,M,F1,0.245,3,7/14/09,7/14/09,1,0
MCA1B5G0907,Caigual,M,N,0,3,7/14/09,7/12/10,13,0
MCA1B5K0907,Caigual,M,I,0.6,3,7/14/09,12/10/09,6,45
MCA1B5O0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA1B5P0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA1B5R0907,Caigual,M,N,0,3,7/14/09,9/12/09,3,0
MCA1B5Y0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA1K2G0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA1K2K0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,1
MCA1K2O0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA1K2V0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA1K2Y0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA1K4P0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA1K5G0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA1K5R0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA1O2G0907,Caigual,M,N,0,3,7/14/09,2/10/10,8,0
MCA1O2K0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA1O5G0907,Caigual,M,N,0,3,7/14/09,3/11/10,9,0
MCA1O5K0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA1O5O0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA1P5G6G1001,Caigual,M,N,0,3,7/14/09,2/10/10,8,0
MCA1V6G0903,Caigual,M,I,0.93,3,7/14/09,7/14/09,1,0
MCA2B4B0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,3
MCA2B4P0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA2B4Y0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA2B7B0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA2G4B0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA2G5R0902,Caigual,M,N,0,3,7/14/09,8/13/09,2,5
MCA2G7B0907,Caigual,M,N,0.058,3,7/14/09,12/10/09,6,0
MCA2G7G0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA2K3P0901,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA2K4G0907,Caigual,M,N,0,3,7/14/09,9/12/09,3,0
MCA2K4Y0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA2K7K0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA2O4K0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA2O4O0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA2O4P0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA2O5O0901,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA3G6G0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA3G6K0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,3
MCA3G6P0907,Caigual,M,N,0,3,7/14/09,9/12/09,3,0
MCA3G6Y8G0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA3O5K0905,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA3O8K0905,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA4B5V0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA4B5Y0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA4G5B0907,Caigual,M,N,0,3,7/14/09,12/10/09,6,0
MCA4G5G0907,Caigual,M,N,0,3,7/14/09,7/14/09,1,0
MCA4G5K0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA4G5O0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA4G5R0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA4K5G0907,Caigual,M,N,0.068,3,7/14/09,10/10/09,4,0
MCA5B6Y0907,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
MCA5G6B0907,Caigual,M,F1xN,0.132,3,7/14/09,10/10/09,4,4
MCA5G6O7P0908,Caigual,M,N,0,3,7/14/09,9/12/09,3,0
MCA5G6P0907,Caigual,M,N,0,3,7/14/09,9/12/09,3,0
MCA5G6V0907,Caigual,M,N,0,3,7/14/09,10/10/09,4,0
MCA5O6V0907,Caigual,M,N,0,3,7/14/09,9/12/09,3,0
MCA5O6Y0907,Caigual,M,N,0,3,7/14/09,5/13/10,11,0
MCA5V8K0905,Caigual,M,N,0,3,7/14/09,8/13/09,2,0
FCA1P2O0905,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA1P2R0905,Caigual,F,N,0,4,8/13/09,9/12/09,2,0
FCA1P2V0905,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA1R2G0905,Caigual,F,N,0,4,8/13/09,9/12/09,2,0
FCA1R2K0905,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA1R2O0905,Caigual,F,N,0,4,8/13/09,9/12/09,2,0
FCA1R2V0905,Caigual,F,N,0,4,8/13/09,5/13/10,10,0
FCA1V2K0905,Caigual,F,N,0,4,8/13/09,5/13/10,10,0
FCA1V2V0908,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA1V2Y0908,Caigual,F,N,0,4,8/13/09,2/10/10,7,0
FCA1Y5K0908,Caigual,F,F1,0.407,4,8/13/09,8/13/09,1,2
FCA2B8G0901,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA2K4O0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA2K700908,Caigual,F,N,0,4,8/13/09,9/12/09,2,0
FCA2K7K0908,Caigual,F,N,0,4,8/13/09,9/12/09,2,0
FCA2K7P0908,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA2O4V0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA2O8P0901,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA2P4G0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA2P5V0901,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA2V4R0908,Caigual,F,N,0,4,8/13/09,3/13/11,20,0
FCA2V4V0908,Caigual,F,N,0,4,8/13/09,12/10/09,5,0
FCA2V4Y0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA2V7V0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA2V7Y0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA2V8K0901,Caigual,F,N,0,4,8/13/09,3/11/10,8,0
FCA2V8P0901,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA2Y4R0908,Caigual,F,F1,0.405,4,8/13/09,2/13/11,19,10
FCA2Y4V0908,Caigual,F,F1,0.197,4,8/13/09,2/10/10,7,9
FCA2Y4Y0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA2Y7V0908,Caigual,F,N,0,4,8/13/09,6/12/10,11,0
FCA3B8B0902,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA3K6K0908,Caigual,F,N,0,4,8/13/09,9/12/09,2,1
FCA3K6P0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA3K6V0908,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA3K6Y0908,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA3K8B0901,Caigual,F,N,0,4,8/13/09,10/10/09,2,0
FCA3O6G0908,Caigual,F,N,0,4,8/13/09,3/11/10,8,2
FCA3O6K0908,Caigual,F,N,0,4,8/13/09,6/12/10,11,0
FCA3O8P0902,Caigual,F,N,0,4,8/13/09,9/12/09,2,0
FCA3R5O0905,Caigual,F,N,0,4,8/13/09,9/12/09,2,0
FCA3V6P0908,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA3V6V0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA3V8V0905,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA4K5K0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA4K5O0908,Caigual,F,N,0,4,8/13/09,12/10/09,5,0
FCA4K5P0908,Caigual,F,N,0,4,8/13/09,12/10/09,5,0
FCA4K5R0908,Caigual,F,N,0.135,4,8/13/09,1/10/10,6,0
FCA4K5V0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA4K5Y0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA4O5G0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA4P5G0908,Caigual,F,N,0,4,8/13/09,4/11/10,9,0
FCA4V5P0908,Caigual,F,N,0,4,8/13/09,2/10/10,7,0
FCA4V5Y0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA4Y5K0908,Caigual,F,N,0,4,8/13/09,10/11/10,15,3
FCA5K6K0908,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA5K6O0908,Caigual,F,N,0.053,4,8/13/09,10/10/09,3,0
FCA5K6P0908,Caigual,F,N,0,4,8/13/09,4/11/10,9,3
FCA5K6R0908,Caigual,F,N,0,4,8/13/09,9/12/09,2,0
FCA5K6V0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA5K6Y0908,Caigual,F,N,0,4,8/13/09,10/10/09,3,3
FCA5O6G0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA5O6K0908,Caigual,F,N,0,4,8/13/09,1/10/10,6,0
FCA5O6P0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA5O6R0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA5O6Y0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA5P6G0908,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA5V6P0908,Caigual,F,N,0,4,8/13/09,2/10/10,7,0
FCA5V6R0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA5V6V0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA5V8G0905,Caigual,F,N,0,4,8/13/09,9/12/09,2,0
FCA5V8P0903,Caigual,F,N,0,4,8/13/09,6/12/10,11,0
FCA5Y6V0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA6G8P0908,Caigual,F,N,0,4,8/13/09,10/10/09,3,0
FCA6G8R0908,Caigual,F,N,0,4,8/13/09,5/13/10,10,0
FCA6G8V0908,Caigual,F,N,0,4,8/13/09,11/10/09,4,0
FCA6K8R0908,Caigual,F,N,0,4,8/13/09,4/11/10,9,0
FCA6K8V0908,Caigual,F,N,0,4,8/13/09,8/13/09,1,0
FCA6K8Y0908,Caigual,F,N,0,4,8/13/09,3/11/10,8,2
FCA6P8K0908,Caigual,F,F1,0.508,4,8/13/09,8/12/10,13,15
FCA6V8V0908,Caigual,F,N,0,4,8/13/09,2/10/10,7,0
MCA1K2P0908,Caigual,M,N,0,4,8/13/09,9/12/09,2,0
MCA1K2R0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA1K5K0908,Caigual,M,N,0,4,8/13/09,11/10/09,4,0
MCA1K5V0908,Caigual,M,N,0,4,8/13/09,10/10/09,3,0
MCA1K5Y0908,Caigual,M,F1,0.435,4,8/13/09,1/10/10,6,3
MCA1V2K0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA1V5K0908,Caigual,M,N,0,4,8/13/09,10/10/09,3,0
MCA2B3K0901,Caigual,M,N,0,4,8/13/09,10/10/09,3,3
MCA2K4K0908,Caigual,M,N,0,4,8/13/09,7/12/10,12,0
MCA2K4R0908,Caigual,M,N,0.052,4,8/13/09,10/10/09,3,0
MCA2K4V0908,Caigual,M,N,0,4,8/13/09,10/10/09,3,0
MCA2K7O0908,Caigual,M,N,0,4,8/13/09,11/10/09,4,0
MCA2K7V0908,Caigual,M,N,0,4,8/13/09,10/10/09,3,0
MCA2O7K0908,Caigual,M,N,0,4,8/13/09,10/10/09,3,0
MCA2O7R0908,Caigual,M,N,0,4,8/13/09,10/10/09,3,0
MCA2V4K0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA2V5O0905,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA2V7K0908,Caigual,M,N,0,4,8/13/09,9/12/09,2,0
MCA3K6K0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA3K6R0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA3K6Y0908,Caigual,M,N,0,4,8/13/09,9/12/09,2,0
MCA3V6K0908,Caigual,M,N,0,4,8/13/09,10/10/09,3,0
MCA4K5R0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA4K5V0908,Caigual,M,N,0,4,8/13/09,7/12/10,12,0
MCA4K5Y0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA4V5K0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA5G8P0905,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA5K6G0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA5K6K0908,Caigual,M,N,0,4,8/13/09,12/10/09,5,0
MCA5K6R0908,Caigual,M,F1,0.515,4,8/13/09,11/10/09,4,5
MCA5K6V0908,Caigual,M,F1,0.441,4,8/13/09,10/10/09,3,0
MCA5K6Y0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
MCA5O6G0908,Caigual,M,N,0,4,8/13/09,1/10/10,6,2
MCA5O6K0908,Caigual,M,N,0,4,8/13/09,1/10/10,6,0
MCA5V6K0908,Caigual,M,N,0,4,8/13/09,8/13/09,1,0
FCA1O5B0909,Caigual,F,F1,0.553,5,9/12/09,5/13/11,21,5
FCA1P2B0909,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA1P2K0905,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA1P5B0909,Caigual,F,N,0,5,9/12/09,6/12/10,10,0
FCA1P5R0905,Caigual,F,N,0,5,9/12/09,6/12/10,10,0
FCA1R2B0905,Caigual,F,N,0,5,9/12/09,11/10/09,3,0
FCA1R5B0905,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA1V2R0909,Caigual,F,N,0,5,9/12/09,3/11/10,7,0
FCA1V5O0909,Caigual,F,N,0,5,9/12/09,5/13/10,9,0
FCA1V5R0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA1V5V0909,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA1V5Y0909,Caigual,F,N,0,5,9/12/09,10/10/09,2,2
FCA1Y2B0909,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA1Y2P0909,Caigual,F,N,0,5,9/12/09,2/10/10,6,2
FCA1Y5P0909,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA1Y5V0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA2O4B0909,Caigual,F,N,0,5,9/12/09,2/10/10,6,0
FCA2O7B0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA2O7P0909,Caigual,F,N,0,5,9/12/09,6/12/10,10,0
FCA2O7V0909,Caigual,F,F1,0.195,5,9/12/09,10/10/09,2,5
FCA2O7Y0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA2P4B0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA2R7R0905,Caigual,F,N,0.066,5,9/12/09,10/10/09,2,0
FCA2V4O0909,Caigual,F,N,0,5,9/12/09,2/10/10,6,0
FCA2V7O0909,Caigual,F,N,0,5,9/12/09,11/10/09,3,1
FCA2V7P0909,Caigual,F,F1,0.487,5,9/12/09,6/14/11,22,6
FCA2V7R0909,Caigual,F,N,0,5,9/12/09,6/12/10,10,0
FCA2Y4B0909,Caigual,F,N,0.052,5,9/12/09,10/10/09,2,0
FCA2Y4K0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA2Y7B0909,Caigual,F,N,0,5,9/12/09,5/13/10,9,0
FCA3G8K0901,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA3K5P0902,Caigual,F,N,0,5,9/12/09,8/12/10,12,4
FCA3K6O0909,Caigual,F,N,0,5,9/12/09,11/10/09,3,0
FCA3O5Y0905,Caigual,F,N,0.094,5,9/12/09,6/12/10,10,0
FCA3O6B0909,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA3O6V0909,Caigual,F,N,0,5,9/12/09,9/12/10,13,0
FCA3O6Y0909,Caigual,F,N,0,5,9/12/09,11/10/09,3,0
FCA3P6B0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,0
FCA3R8G0905,Caigual,F,N,0,5,9/12/09,9/12/10,13,0
FCA3V6O0909,Caigual,F,N,0,5,9/12/09,1/10/10,5,0
FCA3V6Y0909,Caigual,F,F1,0.533,5,9/12/09,6/12/10,10,14
FCA3V8O0905,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA3Y5O0905,Caigual,F,N,0,5,9/12/09,7/12/10,11,0
FCA3Y6B0909,Caigual,F,N,0,5,9/12/09,7/12/10,11,0
FCA3Y6G0909,Caigual,F,N,0,5,9/12/09,11/10/09,3,3
FCA3Y8Y0905,Caigual,F,N,0,5,9/12/09,10/10/09,2,0
FCA4O5R0909,Caigual,F,N,0,5,9/12/09,9/12/09,1,1
FCA4O5Y0909,Caigual,F,N,0.075,5,9/12/09,5/13/10,9,0
FCA4V5O0909,Caigual,F,N,0,5,9/12/09,11/10/09,3,0
FCA4Y5B0909,Caigual,F,N,0,5,9/12/09,12/10/09,4,0
