"V1","V2","V3"
1,0.617750879309688,0
2,0.738870214257279,0.140875240532275
3,0.640246112160474,0.236021625963116
4,0.656393769187653,0.132579409595618
5,0.711954621783631,0
6,0.779130782425309,0.0485598783247522
7,0.660850736306771,0.158847887007952
8,0.684958971110738,0.248434374530584
9,0.682877724016203,0
10,0.702543815284653,0.190525754598161
11,0.731735846275172,0
12,0.617465907584056,0.15093904244965
13,0.684393469860934,0.199099120061689
14,1,0
15,0.671947619943358,0.279768800678327
16,0.607804207022023,0.253846645990174
17,0.647842476416121,0
18,0.938160055340569,0
19,0.664790617432314,0
20,0.602272809897469,0.281913529460551
21,0.646627702769115,0.275814556308126
22,0.744366021773961,0
23,0.726435081025644,0.0782491281019355
24,0.760086531858516,0.198642295203701
25,0.679140589065018,0
26,0.692660802566767,0
27,0.605617207978283,0
28,0.587113313495929,0.27871399063895
29,0.721005125300767,0.247714591752767
30,0.77224451298026,0.251218176598094
31,0.622622794430311,0.202445809379021
32,0.853847221150631,0
33,0.640311686483229,0
34,0.651643613579071,0.254948426740946
35,0.787885791721077,0.178096093198157
36,0.586000167471097,0.131769206441889
37,0.798305448535527,0.0603413088275343
38,0.586780896184276,0.167488272660094
39,0.607060134062373,0
40,0.669997859705001,0
41,0.726497864859189,0
42,0.656533879567157,0.202151418973696
43,0.704010380277325,0.0703139892698152
44,0.637311677521863,0.293656133958823
45,0.594773608561875,0.195779705096489
46,0.687430745749987,0.187122307152489
47,0.633834618215171,0.107870500253568
48,0.639743420016354,0.0725402556669517
49,0.620210113256793,0
50,0.816705536755416,0
51,0.719442800877322,0.190724777201741
52,0.72260503216095,0
53,0.67779322893854,0.265851200991337
54,0.670272783323592,0.245673585244296
55,0.674542180384205,0
56,0.661507242597483,0.0245000876183709
57,0.654470554955686,0
58,0.676791068759222,0.213422715001642
59,0.617380003204347,0.268134533661449
60,0.735724614388836,0.275069503962842
61,0.755893019590989,0
62,0.785462908684021,0.0122991015458587
63,0.650389400224595,0
64,0.802936650940433,0.278233845077697
65,0.672662416689797,0
66,0.653900595788733,0.222102885328771
67,0.706089522842359,0
68,0.62282917827711,0.304819004647949
69,0.594507223056751,0.240145565872361
70,0.654410291169242,0
71,0.721660695152793,0.238266236286407
72,0.698702558342945,0.15580408562647
73,0.709169957756592,0.0791274373856203
74,0.662785163580635,0.303412417987303
75,0.657659967035992,0.0916010247525862
76,0.692020339574472,0
77,0.654934109130189,0.242823381562563
78,0.835044523877327,0
79,0.760289835587579,0.236317588221959
80,0.616928934305309,0.290506014304727
81,0.607837483976339,0.17277951102999
82,0.654831190330988,0
83,0.676181806118569,0.301472800755957
84,0.633265030566231,0.0797274219689542
85,0.571918700717591,0.120066952995316
86,0.654439481031246,0.190103826255727
87,0.651592123231273,0.226750008483772
88,0.571014040511486,0.0175554449313767
89,0.742745151245654,0
90,0.771574893922253,0.178981445428022
91,0.797724667508154,0.209653706395885
92,0.748042980748534,0.129012424140734
93,0.633536741372242,0.0301589427051494
94,0.692610373651389,0.0365399745088311
95,0.735416495271342,0
96,0.646552870963617,0.112065100548926
97,0.650685350859854,0
98,0.644789658010892,0.148819045720724
99,0.703814531282452,0
100,0.63572290580263,0.191072382572735
101,0.641105400713772,0
102,0.700885051475272,0.188476317036567
103,0.722067715210055,0.180244261704825
104,0.631363125754243,0
105,0.725643329329302,0
106,0.65337144588856,0.246528888967573
107,0.696685358362341,0.212098473124431
108,0.671464096703108,0.230297739277936
109,0.700111729309764,0
110,0.684283424131207,0
111,0.623919906943136,0.215763456059318
112,0.631130970132531,0
113,0.600995861590183,0.00122952088821517
114,0.615452861341411,0.13350930693228
115,0.722922934863474,0.15114733456159
116,0.653858358239306,0
117,0.734151508379197,0
118,0.709673741809467,0
119,0.712494608229516,0
120,0.718428163077563,0
121,0.61643737641688,0.276466906805131
122,0.73741710408731,0.146662552462644
123,1,0
124,0.694949609392747,0
125,0.585855094939806,0.13206765896534
126,0.629782592167114,0.242163613007306
127,0.71567740239122,0.353079445416278
128,0.635439978684923,0.216231096040009
129,0.732195194986821,0.0667152351372574
130,0.706792515695853,0.272644303260389
131,0.695960450879533,0.145555861823951
132,0.63397794969886,0
133,0.663238381947893,0.00678775589532764
134,0.794180193729021,0.0295420361916091
135,0.685370783755833,0
136,0.638876395010945,0
137,0.59463546542033,0.229250354990793
138,0.871626047319379,0
139,0.622479271880861,0.134916639686032
140,0.730743035713907,0.281578472139552
141,0.993901601647447,0.0714526619780866
142,0.810027429055531,0
143,0.71788756187854,0.104194174523098
144,1,0.0876231905954531
145,0.80200083871915,0.13176388509898
146,0.595435028073074,0.00447852055356704
147,0.635230085804899,0.141034828784747
148,0.618369744390339,0
149,0.650611394068537,0.205049234788694
150,0.713654751812348,0
151,0.835926002756574,0
152,0.595746975198828,0.316156509416484
153,0.667097032513265,0
154,0.551137728988642,0.119821420160765
155,0.739793420738124,0
156,0.713074882580167,0
157,0.685524891763273,0
158,0.604323119550741,0.16141219934828
159,0.664860814229402,0
160,0.855629064020397,0
161,0.644249589421751,0.1545043886605
162,0.625658626069539,0.352926507530857
163,0.8191166827834,0
164,0.7391763444629,0.165584481925881
165,0.746509255580059,0
166,0.634079757880012,0
167,0.739816581816693,0.173424222503022
168,0.619545730391895,0.125158796052397
169,0.716040758758352,0.0795757419861889
170,0.633054242002046,0.0766634144010505
171,0.746226186625365,0
172,0.633474942374938,0.0397167998606234
173,0.794983641297384,0
174,0.669335339853273,0
175,0.652177089367816,0
176,0.603956168518047,0
177,1,0
178,0.843645949457632,0.344841496072512
179,0.70891362721751,0.315620610205985
180,0.633328703665967,0.146276296572122
181,0.64208948061229,0.12163575022917
182,0.590140135302542,0
183,0.657191874272954,0
184,0.71712430263281,0.114503740435435
185,0.719036726540411,0.126431209588701
186,0.646100986173942,0
187,0.876463030520772,0
188,0.836284871834695,0
189,0.733068760165298,0
190,0.696351377216997,0.200022044138247
191,0.690756369704542,0
192,0.72308100909183,0.109097347430739
193,0.763485308596124,0.289123839806057
194,0.730633689245485,0.209093569182098
195,0.708268149182413,0.0584948811170151
196,0.623571057354786,0
197,0.62007683109963,0.0975838265299022
198,0.778379995626027,0
199,0.825840375834872,0.153209784131233
200,0.611910588012667,0.174787181583355
201,0.70132861991961,0
202,0.729230425774993,0
203,0.721986546762609,0.188893201749271
204,0.696196464374866,0.254155700566725
205,0.661060794888237,0.0572524585789041
206,0.585568668510749,0.115838752984057
207,0.668255789814003,0.226374130746036
208,0.663131262023394,0.0188856517551143
209,0.641470403697737,0.0999685174799571
210,0.637312935656892,0
211,0.692654973153404,0.206979469663043
212,0.699284484720619,0.0393556555099266
213,0.61757469162163,0.00855845190827405
214,0.603570533512418,0.165847343497723
215,0.639549539077146,0.345997121712512
216,0.606221661417753,0
217,0.679865052284066,0
218,0.664060251216411,0.246164756651388
219,1,0
220,0.672517795228643,0.0866796268551997
221,0.627257025033771,0
222,0.615943202339452,0.257090778521379
223,0.612748971771438,0.267160745479249
224,0.645659990357761,0.24095001895909
225,0.681734722268979,0.0637813669980404
226,0.699736149107561,0
227,0.886295489658745,0
228,0.751944584982061,0
229,1,0
230,0.645101733614587,0
231,0.810651998916075,0.101850840187975
232,0.611940353843534,0.285821203202712
233,0.733974040775265,0
234,0.656146591325893,0
235,0.690453301566049,0.171017294988342
236,0.673971147394605,0.294766979996917
237,0.644649449015281,0.266694791202288
238,0.630550202968669,0.028374252887658
239,0.715166587186346,0.201289043081483
240,0.641493852152451,0.151519046119413
241,0.738115232162835,0.316620276232786
242,0.760802724147924,0.1464959939025
243,0.659767153085298,0.133567356557885
244,0.662253398586637,0.220930426953445
245,0.599710309925215,0
246,0.589498153876535,0.301623082984126
247,0.755368608361629,0
248,0.666436323886995,0.244561354823334
249,0.738428886549403,0
250,0.69011666276974,0.110431997126955
251,0.845120765279263,0
252,0.745404252878495,0
253,0.700563515253176,0.0435270137576104
254,0.613584973067946,0.0203961939580771
255,0.583958171020462,0.032194481614977
256,0.650324684044958,0.232533817432561
257,0.648510089710812,0
258,0.629577306727748,0.238374096691056
259,0.683636347666796,0.0216042210840985
260,0.598335763213467,0.185705930021731
261,0.613092831005784,0.127518931221538
262,0.638325437115922,0.189594596826875
263,0.62643812543411,0
264,0.725410213203103,0
265,0.753993707859281,0.0604045642760767
266,0.767490964037896,0.165678683421622
267,0.859999309093561,0.0802055304739474
268,0.663986456004714,0.206615145597949
269,0.635138947821505,0
270,0.578446887423893,0.257447701031448
271,1,0
272,0.799899964431353,0
273,0.628747825456705,0.184649570174824
274,0.770947049157759,0
275,0.682061048151701,0.0261976099287239
276,0.690105686482991,0.216826615873239
277,0.693562446743821,0.114239776214854
278,0.661514082790633,0
279,0.634330966356972,0.226955304549127
280,0.627669129024863,0
281,0.776007700174806,0.0287262398400811
282,0.683394068851903,0
283,0.613879470118782,0.15840925780416
284,0.601578820150174,0
285,0.780613090798284,0.276940284563376
286,1,0
287,0.723249870284235,0.234604624246409
288,0.643317610510252,0
289,0.673087985319965,0
290,0.688261372429613,0
291,0.720102507844034,0
292,0.633048885659571,0.214950952418845
293,0.594501680286927,0.0488006831766084
294,0.690528381714304,0
295,0.728149190110187,0
296,0.614402955409301,0
297,0.618559721095005,0
298,0.608912897376277,0.222991507885835
299,0.746334023681354,0.290566959896236
300,0.696073121096115,0.109747468685152
301,0.753682149666941,0.032763028594332
