"V1","V2","V3"
302,0.683629199319848,0.149670483413101
303,0.680148775035206,0.287756152130089
304,0.727799957618852,0.275150207377761
305,0.572975618047721,0.185820160172126
306,0.824588053165569,0.0079137564849225
307,0.873894984731815,0.210086056909597
308,0.644993722364027,0.0512955939403526
309,0.712322676219857,0.165286464008361
310,0.621978394524034,0.113125626128685
311,0.606409929407831,0.297672391488793
312,0.640169988374944,0
313,0.609575576386122,0
314,1,0
315,0.675141301608897,0.135973819537501
316,0.670765852537583,0.187684849381348
317,0.689683948031204,0.0321523222295008
318,0.683489265801314,0.114018889869593
319,0.910818801769401,0
320,0.801438344237317,0.114351724166945
321,0.685510671705261,0.0767188861453973
322,0.612490410537419,0
323,0.673550182562776,0
324,0.647044827733621,0
325,0.624230585027831,0.130630188825923
326,0.60558133047579,0.253960117186987
327,0.733139883209413,0.175434673676786
328,0.686561496805823,0
329,0.719370980715876,0.106453463052373
330,0.693413192926544,0
331,0.675195934558019,0.128991942459201
332,0.67585185899718,0
333,0.677330838551769,0
334,0.648770603976381,0
335,0.674696700870109,0
336,0.971959413184627,0
337,0.627616892701281,0.27421104914601
338,0.615146279911079,0.179220365739913
339,0.686496695420477,0
340,0.669834241375506,0
341,0.634567701158999,0
342,0.628886122293005,0.04726769662415
343,0.692670879231727,0.232919924183871
344,0.667520082711597,0.106527005330402
345,0.68284422351379,0.166907469984924
346,0.779329938996839,0.275429028751483
347,0.621132997237312,0.204959159940064
348,0.949967564588239,0.0884450570764728
349,0.654908664716474,0.224195760389409
350,0.619695200813284,0.0369392189149779
351,0.595699625963698,0
352,0.641100673292185,0.0645468758364155
353,0.692471548412164,0.149485174926233
354,0.661924175762192,0.369173277014751
355,0.87643995697048,0.194787039204176
356,0.678688239223469,0
357,1,0
358,0.712732304313866,0.174159273756858
359,0.761601991517785,0
360,0.68328642486277,0.00999977499749415
361,0.615896206318199,0.262209318828969
362,0.638281290867236,0.269222429391019
363,0.744593972076915,0.0617351561526605
364,0.637640416794405,0.0639434779428826
365,0.560378751968275,0
366,0.728266331834843,0
367,0.63896876046012,0.254987624444023
368,0.672392301363212,0.191693934614628
369,0.674287304043195,0
370,0.783131656627431,0.199691422278613
371,0.679180957609892,0.314604843322423
372,0.850686147625164,0
373,0.587815513904308,0.080800149713968
374,0.814412355429865,0
375,0.765018479047387,0.224073913638346
376,0.657802580023905,0.137072205793755
377,0.698022548737641,0.156923473942381
378,0.657866576972049,0
379,0.695309993970339,0.0770888553763065
380,0.670852157212108,0
381,0.638845483302834,0.181243600194214
382,0.73449006831633,0.0942531376768163
383,0.622687982364085,0
384,0.790473634821581,0
385,0.649865388723065,0.123681029026659
386,0.681330784581396,0.17868234995575
387,0.646003494796412,0
388,0.668789176856657,0.0310648877781285
389,0.693685043035595,0
390,0.761597873240517,0
391,0.616162396358267,0
392,0.61030253925622,0.0519495137621837
393,1,0.14460673231594
394,0.634671935409045,0.266547096401731
395,0.742544607586543,0.241613809917637
396,0.704927040921546,0
397,0.615626313669706,0
398,0.676107582177712,0.191783418120804
399,0.79235774012469,0
400,0.615520491757464,0
401,0.842800951023106,0
402,0.607183153833419,0.145010065088246
403,0.694349736459571,0.183431796043871
404,0.638087981723539,0.196319057058778
405,0.680674090208832,0.0454763888818091
406,0.631391887911737,0
407,0.609270459829576,0.317662694593496
408,0.68827128819303,0.122992373433044
409,0.641703667737215,0.285885525131047
410,0.65192296786481,0
411,0.693670329319537,0
412,0.699250217348354,0
413,0.654990797825445,0.0671237208525489
414,0.650380521118213,0.198676631434846
415,0.683537651299808,0
416,0.643673224927791,0.132051084243346
417,0.655582565367507,0.068777648282531
418,0.576895665869473,0.155738289769143
419,0.766086092118115,0
420,0.739265966652692,0
421,0.769034020198573,0.321789574649874
422,0.696371105899255,0
423,0.724565990708018,0.285553304227091
424,0.699558985416839,0.294070221438472
425,0.732475124902813,0
426,0.750166802663422,0.187500828999212
427,0.615413482305096,0.264494155232584
428,1,0.0940884461206324
429,0.642238144265559,0.016232114621643
430,0.67554526675894,0
431,0.634068339893401,0
432,0.617762367738338,0.0148769429477408
433,0.684580049297251,0.109827266843685
434,0.751453503675436,0
435,0.765235356992883,0
436,0.740535547436829,0.283978169356333
437,1,0
438,0.721519001585628,0.0328736262735284
439,0.645597435486835,0
440,0.761221200913324,0
441,0.663619997600233,0.0221424303729019
442,0.672166629079226,0.0531689672129977
443,0.810578102802954,0.192329809513264
444,0.694211719287649,0.0981457007464174
445,0.606604106390193,0.323906883869755
446,0.686907304854248,0.0100092554543027
447,0.666447561373038,0.275168436533575
448,0.655831235973354,0.221541912890946
449,0.593870717783474,0
450,0.704821882898029,0.260999047561809
451,0.938787372284189,0
452,0.653866832263871,0
453,0.771227840361626,0
454,0.691412786832954,0.152326443101536
455,0.62404392178728,0.0901586094780056
456,0.746587172639351,0.108595179895674
457,0.652517475741489,0.236683624326041
458,1,0.0526847920482526
459,0.715730044359609,0
460,0.942480730909705,0
461,0.763681275428429,0.237663598166583
462,0.638106905849872,0
463,0.671005611391299,0.289414391528799
464,0.592493230018176,0.0338573724056575
465,0.990189434056437,0
466,0.639309862452344,0.22488829954021
467,0.6088565361047,0.153613022932186
468,0.647825999309188,0.0965277514431618
469,0.733856395411306,0
470,0.70423650326046,0
471,0.659402627391266,0.182944208376995
472,0.68801556579944,0
473,0.704986504019412,0.110096370924356
474,0.634837635820405,0.176598740772429
475,0.656469075822023,0.297944063068241
476,0.655249669544128,0.027871827647107
477,0.81512237500536,0
478,0.663995899622531,0.124211781768553
479,0.659968076827738,0.0211741087781672
480,0.702747074160327,0
481,0.696758775009752,0
482,0.646257311528826,0.145662455366031
483,0.730362067330634,0.220177664308129
484,0.790480584106543,0.130223685434644
485,0.623380074141307,0.10625997880307
486,0.675060652369173,0.0608467007830296
487,0.606958144265831,0.0814838496454092
488,0.71249014115031,0
489,0.640960979588619,0.242813386602925
490,0.681456969091721,0.122525845507686
491,0.728470165632837,0.228623837831733
492,0.682099752531558,0
493,0.679067516440863,0.146071281719752
494,0.684415420877121,0.225788159723633
495,0.842238967847701,0.230059107219127
496,0.688203813282916,0.162572260720443
497,0.744510812402424,0
498,0.91964368529969,0
499,0.629738575896998,0
500,0.623023161271288,0.079319309095896
501,0.671466979335817,0
502,0.624204106713463,0
503,0.688851801508052,0
504,0.689933012373549,0.189364449817017
505,0.691435764924608,0
506,0.617649996298665,0.173611175212243
507,0.830261722356302,0.167979451977834
508,0.657481316892914,0.178002448633605
509,0.74711637987222,0.341310087564364
510,0.653235673242917,0
511,0.810818856116452,0
512,0.630956465420929,0.20388898330593
513,0.859222689765206,0.0918357419271492
514,0.66585956836223,0.00259402714790877
515,0.673462638365945,0.151410911832703
516,1,0
517,0.629198387783494,0.205634988185783
518,0.880283228385273,0
519,0.617785880024449,0.0844015269689537
520,0.698012327742296,0.0479121386084475
521,0.662613910752011,0.282739500384969
522,0.65970187937656,0
523,0.69401069409168,0
524,0.767404258935002,0.270559857563212
525,0.742538531602382,0
526,0.732486286557778,0.225288099411894
527,0.687534836262997,0.201725939424331
528,0.798468358709891,0.128976741899536
529,0.731407844678468,0.113231317711681
530,0.873966673188149,0
531,0.638020002492571,0.232135133861254
532,0.61546115316195,0.22761742648178
533,0.64614928938736,0
534,0.702666980889406,0.0360943591640139
535,0.667164517085184,0.201141100325172
536,0.703572502253132,0
537,0.664343188659126,0.193578418479535
538,0.639823554912911,0.159251047394904
539,0.909004297102213,0.0067624223037086
540,0.655250637872211,0.208136904791724
541,0.622179556048258,0.0568822080199302
542,0.599326542540703,0.204931707389132
543,0.683607941054761,0
544,0.77275892308536,0.150762841811452
545,0.751366633382681,0
546,0.731743917281095,0.214462742403906
547,0.729852313934807,0
548,0.664219098250004,0.143804997241074
549,0.647241991226394,0.167635934622424
550,0.741176809444508,0
551,0.664013644276907,0
552,0.687872467833451,0
553,0.660323067398283,0.142646729434319
554,0.66047775953297,0.156863695758378
555,0.705452946192862,0.197474923900617
556,0.777411900901496,0
557,0.671332602353926,0.190361385063204
558,0.739292460995074,0
559,0.645893066684287,0.16069198717657
560,0.605803794587643,0.124606441998413
561,0.694316328057039,0
562,0.602191532213242,0.149860378361543
563,1,0
564,0.677095916893342,0.112557627872084
565,0.676095218025005,0.103695687816978
566,0.618864338755412,0.0303409743366277
567,0.742700548623003,0.201197470062713
568,0.630061688413504,0.0860304664602412
569,0.67437976819084,0.288169249644346
570,0.710089193222951,0
571,0.651374384020129,0.0634249535914553
572,0.67009098742077,0
573,0.613141217225445,0
574,0.60082308327354,0.0358944306611217
575,0.63155739183872,0.0599028152586557
576,0.745301186424474,0.00932296472000807
577,0.719120964831902,0
578,0.629347560507106,0.270803844349748
579,0.666859743603973,0
580,0.652525997918986,0.233631355069433
581,0.621799356961726,0
582,0.610580464896363,0.105337770499937
583,0.698974711647732,0
584,0.76365914071059,0
585,0.71444628463911,0.177048341799665
586,0.629029031073803,0
587,0.632673630202399,0.24897414112106
588,0.759452690100955,0.096304425907848
589,0.647053713554602,0.203380423853427
590,0.723456174699827,0
591,0.623245565963234,0.244228572301741
592,0.600188915021592,0.0840928578089462
593,0.862709210068977,0.0317014428424945
594,0.656489413698727,0.165173505337875
595,0.715180473696478,0
596,0.674087526279821,0
597,0.723041591425623,0.192203738773801
598,0.579514894598321,0.0985354468341549
599,0.646381015849218,0.227719203754983
600,0.720223890967665,0
601,0.591890434294117,0
602,0.692940949257726,0
603,0.601297254217029,0.176409802097313
604,0.785202571655195,0
605,0.729439676835079,0.136903779928088
606,0.689351047459949,0
607,0.668085003321007,0
608,0.807430029077654,0
609,0.807496050916374,0.233086664146384
610,0.727064074537289,0
611,0.695627589889264,0.0553284966364063
612,1,0
613,0.92445867348648,0
614,0.821391160283425,0.208638781100125
615,0.652173301199962,0
616,0.831235627962098,0
617,0.638934624325411,0.12717839212945
618,0.638356524304661,0
619,0.701504136632046,0.0496310710888823
620,0.659713955701743,0.283237120914157
621,0.601427846690583,0.00933999940152602
622,0.724239718326087,0
623,0.765686491929809,0
624,0.736680504062041,0.0175501134848812
625,0.590256482350541,0.0731293600287893
626,0.626776244173514,0.0984476168832913
627,0.711656976764586,0.0653437131910447
628,0.663119646695317,0.302587096712684
629,0.837263578982893,0.116751904075652
630,0.726424530945363,0.0137058319426913
631,0.578514240228348,0
632,1,0
633,0.632000277561497,0.273341477346236
634,0.655210790984458,0.237994621541029
635,0.818950753979899,0
636,0.64102548340827,0.119261992383243
637,0.629544970042323,0.184983601169832
638,0.618135991873719,0
639,0.651889548618537,0
640,0.696371392785867,0
641,0.68207950494268,0
642,0.690286075309953,0.0496661962685262
643,0.712555700283488,0
644,0.610355006527968,0.304523934352023
645,0.772185191378446,0
646,0.659052204921383,0
647,0.649963107390205,0.199748708461187
648,0.591870780398127,0
649,0.734131041486118,0.214584155031638
650,1,0
651,0.745642824995721,0
652,0.767260054524382,0
653,0.599918345382229,0.166541957162435
654,0.685222522554827,0
655,0.677869917036263,0.181683476223169
656,0.633706143191311,0
657,0.835519691240875,0
658,0.662184453403325,0
659,0.644909427512731,0.0438513397986309
660,0.587233121720413,0.302172645867815
661,0.624953810827754,0
662,0.628981392863455,0.254094016628351
663,0.657553277191813,0
664,0.627193401704949,0.113353691813189
665,0.674792495022569,0.0969865821106664
666,0.624421368935522,0.24686983644495
667,0.936732102139005,0
668,0.715098836080872,0
669,0.671710633682384,0.268589594863854
670,0.678930718409535,0.0407921797697777
671,0.633406194854595,0.203506203878027
672,0.665779779274752,0.0489041492159621
673,0.683084623520763,0.188720633474815
674,0.645951017241044,0.175616563744553
675,0.602701578826301,0.205487960378102
676,0.769119488757642,0.0924908215568951
677,0.654835696451645,0.244865886647661
678,0.605033282943214,0.393604953334765
679,0.662067135144844,0.185435474962802
680,1,0.130240603607237
681,0.645604216735169,0.211391026067889
682,0.665719491718125,0.278714538913091
683,0.674919213367883,0.263960528758115
684,0.750415203906237,0
685,0.858022434519547,0
686,0.783983068515682,0
687,0.841215026673946,0.20331872897553
688,0.702976635645322,0
689,0.659166952205549,0
690,0.563915426078519,0.227453543812199
691,0.640577557872674,0.152048826908814
692,0.656857843378414,0.101557216476297
693,0.725360488147868,0
694,0.660239568356933,0.0850650282182766
695,0.62029495230526,0.22329723457377
696,0.723454173785268,0
697,0.650950703711455,0.213727336494368
698,0.68364491293861,0
699,0.6194540841508,0.25966075057587
700,0.800105033772855,0.0699542763666271
701,0.662226408205839,0.112766004520166
702,0.753797381143697,0
703,0.913966355785912,0
704,0.63026377897517,0
705,0.822632929836213,0
706,0.597073506089812,0
707,0.693080997322764,0
708,0.66903164605732,0.0804480058827791
709,0.801927625719447,0.122865955464872
710,0.711151498146632,0.0798910578064628
711,0.822718094586512,0
712,0.684914291759854,0.196727738436668
713,0.582870486285486,0.190839914090656
714,0.671297282672664,0
715,0.672647024658605,0.126553713478975
716,0.65352897526705,0.0969313995536442
717,0.649938977663017,0.242238968399197
718,0.668079903024054,0.0417295181025493
719,0.687199633639184,0.243810644667552
720,0.615320436565669,0
721,1,0
722,0.650921319832977,0.103067504024641
723,0.792763510810392,0
724,0.595742475158567,0.148211758197914
725,0.628450320997762,0
726,0.580626817253228,0.0893341692158523
727,0.92270575651136,0.277604985387435
728,0.672973110256225,0.0541063902911063
729,0.661600772752074,0.0222812279561681
730,0.687527797399675,0.198950808912349
731,0.617468265076584,0
732,0.621824702778539,0.19825522028905
733,0.886677305979074,0.284412891037965
734,0.619800766590875,0.131617729790048
735,0.6647623914806,0.245118391999923
736,0.663473901156741,0.260010381861836
737,0.627488182193238,0
738,0.750019346441705,0.21705296861283
739,0.618635751928005,0.0230384059461806
740,0.666994461774922,0
741,1,0
742,0.611735627974802,0.147371035294026
743,0.67948590210082,0
744,0.650080526530776,0.177698768812333
745,0.656711436434677,0
746,0.682006976424177,0.099617415999319
747,0.691782642188169,0.140849023824857
748,0.577782655422765,0.111134502189978
749,0.704692115575606,0
750,0.750614664186847,0.104264389861905
751,0.580471308519089,0.3560906824279
752,0.712475921710505,0.117965789652817
753,0.77818839671451,0.24752509428621
754,0.691496085166154,0
755,0.636143638298364,0
756,0.588028252601397,0.0698504005528557
757,0.68844841346656,0.306435578979176
758,0.969743772909286,0
759,0.663965586660133,0.30831205338147
760,0.736545983367249,0
761,0.627923236319407,0.0357803707098507
762,0.6507569917281,0
763,0.64831690462586,0
764,0.644439818173047,0.213897631850651
765,0.789988788334702,0.263757296980047
766,0.655278765864704,0.16480544099067
767,0.617273629216514,0.184550162800702
768,0.85655807888933,0
769,0.687669339348046,0.144072155595661
770,0.659544085674721,0.19006165409258
771,0.729693082301459,0
772,0.751335837853731,0.0707221810652361
773,0.56770137895141,0.136354286499171
774,0.638082175079094,0.0615968875956176
775,0.633661933437281,0
776,0.621395286921965,0.273256018359186
777,1,0
778,0.717711429353872,0.236305761958051
779,0.714642976008043,0
780,0.649808480487965,0.142244591178278
781,0.819755604180385,0.159415162716609
782,0.697292848480339,0.275207140926544
783,0.620782267286615,0.190932022711468
784,0.85289099074821,0.0202595277151287
785,0.644302478578597,0.150135718986064
786,0.657152523698964,0.266844149019477
787,0.644993350278084,0.215420809738455
788,0.643914984810794,0
789,0.643284199236219,0.157226707232137
790,0.632376446137919,0.226776766123003
791,0.643606764656295,0.18927574012368
792,0.625720615261668,0
793,0.700987747529793,0.184695513978221
794,0.68096153218305,0
795,0.633435696030999,0.155099672645284
796,0.651875971997686,0.0619091731189803
797,0.645452533597815,0.149009306626001
798,0.651628773285168,0.255449896984854
799,0.618706098132162,0
800,0.605043127996278,0.198053617755303
801,0.624983542868916,0.260512653111441
802,0.723808498184418,0.218664788543079
803,0.550599470125006,0.0376138129358496
804,0.651017956894382,0.0246542683537009
805,0.725174004009732,0
806,0.689163678120832,0.193972306332132
807,0.646027422527248,0.19960152393096
808,0.594743954284875,0.109450153978332
809,0.771546511180808,0.00484179804599499
810,0.621374875670932,0.192369455465995
811,0.790404806338547,0
812,0.646000519412102,0.118994317437967
813,0.697344781190831,0.183555380096219
814,0.612099422095109,0.178635969235637
815,0.729530660879373,0
816,0.693489950412289,0
817,0.666227426108692,0
818,0.719068470270247,0
819,0.67976124976815,0.0658975375541336
820,0.644631197417876,0.103384962096907
821,0.573114712791846,0.215871993409503
822,0.664842063330704,0
823,0.640998731108354,0.109256697730212
824,0.6256994481664,0.162682912279654
825,0.648700869560683,0.226049649010612
826,0.666773374869814,0.215849327524998
827,0.711765560071249,0.158742715617517
828,0.742635650155066,0
829,0.626668033891323,0
830,0.712213731684516,0.0551426253180759
831,0.79161715427361,0.261457216829067
832,0.742160297337041,0
833,0.838877256589808,0.16133658180699
834,0.634911967203756,0
835,0.743368637329493,0
836,0.716480223906879,0.265994980136961
837,0.785762303942867,0
838,0.730133325409754,0
839,0.783666441025232,0.2663996378816
840,0.580801083309733,0.219516381804937
841,0.691762115453222,0
842,0.811620486480658,0.189022114496306
843,0.659628453846069,0.0853736882701993
844,0.773132831855097,0.224307316058931
845,0.635532444356397,0.352742831926836
846,0.61846910175609,0.215640537590483
847,0.621948198161791,0.220257743837439
848,0.67216408739339,0
849,0.718755535633061,0
850,0.699000681173985,0
851,0.700356154004812,0.144799307058326
852,0.681574376765915,0.225154092786187
853,0.65152676907602,0.0957770978130555
854,0.702537759606057,0.162171066911314
855,0.779270411047956,0.219581223424294
856,0.587862906875879,0.0669229129179699
857,0.771615828033947,0
858,0.632553544609552,0.199741763715032
859,0.59446468435427,0.346041358386572
860,0.627735279104627,0.133203681441136
861,0.644250917868178,0
862,0.714736108703152,0
863,0.665596069679372,0.279432872283613
864,0.651843208752911,0
865,0.65529665172482,0
866,0.616884192654685,0.238917219352944
867,0.719366962862412,0
868,0.924970227139587,0.148245661353748
869,0.779493423234872,0
870,0.681938460402435,0.139566735689164
871,0.624945006350147,0.162631566839994
872,0.819631068526857,0
873,0.637063813956204,0.243095062984789
874,0.62027191624962,0.12551686106651
875,0.722807428732194,0.242292827826939
876,0.6612948195932,0
877,0.678400815283581,0.18342557996895
878,0.665244795873056,0
879,0.712090377843717,0
880,0.690227774255928,0.0111790789091131
881,0.668071821096506,0.322898184712414
882,0.632850494857413,0
883,0.967970242300784,0.0670506632097636
884,0.727484107020846,0
885,0.764950163427918,0.020606646487578
886,0.756670489923909,0.1082897037912
887,0.79575142828414,0.0853569307267438
888,0.647145763052401,0.0777217740806992
889,0.720316403582206,0.0662645116466202
